Subject,Sender,Body,Label
Your password will expire soon!,security@facebook-help.com,Your account has been locked. Click below to restore access.,1
Your monthly bank statement is ready,team@corporate-mail.com,Your feedback is important to us. Participate in our survey!,0
Welcome to our service!,admin@paypal.com,Friendly reminder: Your account is in good standing,0
Welcome to our service!,team@corporate-mail.com,Enjoy new features in your latest app update,0
Your monthly bank statement is ready,care@verified-service.com,Enjoy new features in your latest app update,0
Your monthly bank statement is ready,team@corporate-mail.com,Automatic bill payment confirmation,0
Subscription renewal confirmation,contact@amazon.com,Your invoice for this month's subscription is available in your dashboard.,0
Your password will expire soon!,no-reply@payment-failure.com,Suspicious login detected: Secure your account now!,1
Important notice: Update your credentials,no-reply@payment-failure.com,Click the link below to verify your account immediately!,1
Unauthorized access attempt detected,service@banking-alert.com,Your payment has been declined. Confirm your details.,1
Meeting rescheduled to next week,contact@customer-support.com,Your invoice for this month's subscription is available in your dashboard.,0
Invoice for your recent purchase,service@trusted-payment.com,Important: Policy changes you should be aware of.,0
Friendly reminder: Upcoming event,no-reply@billing.com,Friendly reminder: Your account is in good standing,0
Friendly reminder: Upcoming event,service@trusted-payment.com,Thanks for signing up! Here are some useful resources to get started.,0
Welcome to our service!,updates@official-source.com,Automatic bill payment confirmation,0
Confirm your identity to prevent deactivation,urgent@finance-support.com,Exclusive offer: Redeem your coupon before it expires!,1
Account security breach detected,no-reply@payment-failure.com,Update your billing information to avoid service interruption.,1
Your monthly bank statement is ready,support@bank.com,We have received your support request,0
Meeting rescheduled to next week,support@subscription.com,Your subscription has been successfully renewed,0
Claim your free gift card today!,account@amazon-verification.com,Your package delivery failed. Confirm your address.,1
Security update: New features available,alerts@finance-notice.com,Thanks for signing up! Here are some useful resources to get started.,0
Important security notice for your account,service@trusted-payment.com,We've updated our security features. No action is required on your part.,0
Friendly reminder: Upcoming event,no-reply@billing.com,We have received your support request,0
Urgent! Verify your account now,accounts@secure-login.com,You have won a lucky draw! Claim your prize here.,1
Subscription renewal confirmation,care@verified-service.com,Enjoy new features in your latest app update,0
Thank you for your recent purchase,support@subscription.com,Your feedback is important to us. Participate in our survey!,0
Subscription renewal confirmation,team@corporate-mail.com,Friendly reminder: Your account is in good standing,0
Your password will expire soon!,accounts@secure-login.com,Exclusive offer: Redeem your coupon before it expires!,1
Thank you for your recent purchase,no-reply@billing.com,Automatic bill payment confirmation,0
Suspicious login detected on your account,help@banking-security.com,Get exclusive VIP benefits now!,1
Your password will expire soon!,service@order-cancellation.com,Security alert: Your password has been compromised,1
Unusual activity detected on your account,service@order-cancellation.com,We've detected unauthorized access. Reset your password now!,1
Thank you for your recent purchase,no-reply@billing.com,Enjoy new features in your latest app update,0
Confirm your identity to prevent deactivation,account@amazon-verification.com,Your account has been locked. Click below to restore access.,1
Important security notice for your account,notification@banking-updates.com,Enjoy new features in your latest app update,0
Subscription renewal confirmation,notification@banking-updates.com,We have received your support request,0
Upcoming maintenance alert,notification@banking-updates.com,Thanks for signing up! Here are some useful resources to get started.,0
Upcoming maintenance alert,notification@banking-updates.com,Your order has been shipped. Track your package here.,0
Subscription renewal confirmation,no-reply@billing.com,Your order has been shipped. Track your package here.,0
Unauthorized access attempt detected,alerts@fraud-detection.com,Click the link below to verify your account immediately!,1
Billing confirmation for your service,no-reply@billing.com,Thanks for signing up! Here are some useful resources to get started.,0
